Full Name,Year,Type of Publication,Title,List of Coauthors,Num of Coauthors,Venue,CORE Rank
Kwoh Chee Keong,2021,Conference Paper,Time-Series Representation Learning via Temporal and Contextual Contrasting.,"['Emadeldeen Eldele', 'Mohamed Ragab', 'Zhenghua Chen', 'Min Wu', 'Xiaoli Li', 'Guan Cuntai', 'Kwoh Chee Keong']",7,IJCAI,A*
Kwoh Chee Keong,2021,Informal Publication,Time-Series Representation Learning via Temporal and Contextual Contrasting.,"['Emadeldeen Eldele', 'Mohamed Ragab', 'Zhenghua Chen', 'Min Wu', 'Xiaoli Li', 'Guan Cuntai', 'Kwoh Chee Keong']",7,CoRR,Unknown
Kwoh Chee Keong,2021,Informal Publication,Adversarial Domain Adaptation with Self-Training for EEG-based Sleep Stage Classification.,"['Emadeldeen Eldele', 'Mohamed Ragab', 'Zhenghua Chen', 'Min Wu', 'Xiaoli Li', 'Guan Cuntai', 'Kwoh Chee Keong']",7,CoRR,Unknown
Kwoh Chee Keong,2021,Informal Publication,Self-supervised Autoregressive Domain Adaptation for Time Series Data.,"['Mohamed Ragab', 'Emadeldeen Eldele', 'Zhenghua Chen', 'Min Wu', 'Chee-Keong Kwoh', 'Xiaoli Li']",6,CoRR,Unknown
Kwoh Chee Keong,2020,Journal Article,DL-CRISPR: A Deep Learning Method for Off-Target Activity Prediction in CRISPR/Cas9 With Data Augmentation.,"['Yu Zhang', 'Yahui Long', 'Rui Yin', 'Kwoh Chee Keong']",4,IEEE Access,Unknown
Kwoh Chee Keong,2020,Journal Article,Heterogeneous information network and its application to human health and disease.,"['Pingjian Ding', 'Wenjue Ouyang', 'Jiawei Luo', 'Chee-Keong Kwoh']",4,Briefings Bioinform.,Unknown
Kwoh Chee Keong,2020,Journal Article,Tempel: time-series mutation prediction of influenza A viruses via attention-based recurrent neural networks.,"['Rui Yin', 'Emil Luusua', 'Jan Dabrowski', 'Yu Zhang', 'Kwoh Chee Keong']",5,Bioinform.,Unknown
Kwoh Chee Keong,2020,Journal Article,Predicting human microbe-drug associations via graph convolutional network with conditional random field.,"['Yahui Long', 'Min Wu', 'Jiawei Luo', 'Xiaoli Li', 'Kwoh Chee Keong']",5,Bioinform.,Unknown
Kwoh Chee Keong,2020,Journal Article,A random forest based computational model for predicting novel lncRNA-disease associations.,"['Dengju Yao', 'Xiaojuan Zhan', 'Xiaorong Zhan', 'Peng Li', 'Jinke Wang', 'Kwoh Chee Keong']",6,BMC Bioinform.,Unknown
Kwoh Chee Keong,2020,Journal Article,Deep learning based DNA: RNA triplex forming potential prediction.,"['Yu Zhang', 'Yahui Long', 'Kwoh Chee Keong']",3,BMC Bioinform.,Unknown
Kwoh Chee Keong,2020,Journal Article,Time series computational prediction of vaccines for influenza A H3N2 with recurrent neural networks.,"['Rui Yin', 'Yu Zhang', 'Xinrui Zhou', 'Kwoh Chee Keong']",4,J. Bioinform. Comput. Biol.,Unknown
Kwoh Chee Keong,2020,Journal Article,Ultra-Scalable Spectral Clustering and Ensemble Clustering.,"['Dong Huang', 'Chang-Dong Wang', 'Jian-Sheng Wu', 'Jian-Huang Lai', 'Chee-Keong Kwoh']",5,IEEE Trans. Knowl. Data Eng.,Unknown
Kwoh Chee Keong,2020,Conference Paper,Predicting Drugs for COVID-19/SARS-CoV-2 via Heterogeneous Graph Attention Networks.,"['Yahui Long', 'Yu Zhang', 'Min Wu', 'Shaoliang Peng', 'Jiawei Luo', 'Xiaoli Li', 'Kwoh Chee Keong']",7,BIBM,Unknown
Kwoh Chee Keong,2020,Conference Paper,Information Theory-Based Feature Selection: Minimum Distribution Similarity with Removed Redundancy.,"['Yu Zhang', 'Zhuoyi Lin', 'Kwoh Chee Keong']",3,ICCS (5),Unknown
Kwoh Chee Keong,2020,Conference Paper,Adversarial Transfer Learning for Machine Remaining Useful Life Prediction.,"['Mohamed Ragab', 'Zhenghua Chen', 'Min Wu', 'Xiaoli Li', 'Kwoh Chee Keong']",5,ICPHM,Unknown
Kwoh Chee Keong,2020,Conference Paper,Spectral Clustering by Subspace Randomization and Graph Fusion for High-Dimensional Data.,"['Xiaosha Cai', 'Dong Huang', 'Chang-Dong Wang', 'Chee-Keong Kwoh']",4,PAKDD (1),Unknown
Kwoh Chee Keong,2020,Informal Publication,Multi-View Collaborative Network Embedding.,"['Sezin Kircali Ata', 'Yuan Fang', 'Min Wu', 'Jiaqi Shi', 'Xiaoli Li', 'Kwoh Chee Keong']",6,CoRR,Unknown
Kwoh Chee Keong,2020,Informal Publication,Attention Sequence to Sequence Model for Machine Remaining Useful Life Prediction.,"['Mohamed Ragab', 'Zhenghua Chen', 'Min Wu', 'Chee-Keong Kwoh', 'Ruqiang Yan', 'Xiaoli Li']",6,CoRR,Unknown
Kwoh Chee Keong,2020,Informal Publication,Recent Advances in Network-based Methods for Disease Gene Prediction.,"['Sezin Kircali Ata', 'Min Wu', 'Yuan Fang', 'Le Ou-Yang', 'Xiaoli Li', 'Kwoh Chee Keong']",6,CoRR,Unknown
Kwoh Chee Keong,2020,Informal Publication,GLIMG: Global and Local Item Graphs for Top-N Recommender Systems.,"['Zhuoyi Lin', 'Lei Feng', 'Rui Yin', 'Chi Xu', 'Chee-Keong Kwoh']",5,CoRR,Unknown
Kwoh Chee Keong,2020,Informal Publication,COMET: Convolutional Dimension Interaction for Deep Matrix Factorization.,"['Zhuoyi Lin', 'Lei Feng', 'Xingzhi Guo', 'Rui Yin', 'Chi Xu', 'Kwoh Chee Keong']",6,CoRR,Unknown
Kwoh Chee Keong,2019,Journal Article,An Encoding Scheme Capturing Generic Priors and Properties of Amino Acids Improves Protein Classification.,"['Xinrui Zhou', 'Rui Yin', 'Jie Zheng', 'Kwoh Chee Keong']",4,IEEE Access,Unknown
Kwoh Chee Keong,2019,Journal Article,Computational prediction of drug-target interactions using chemogenomic approaches: an empirical survey.,"['Ali Ezzat', 'Min Wu', 'Xiaoli Li', 'Kwoh Chee Keong']",4,Briefings Bioinform.,Unknown
Kwoh Chee Keong,2019,Journal Article,MULTiPly: a novel multi-layer predictor for discovering general and specific types of promoters.,"['Meng Zhang', 'Fuyi Li', 'Tatiana T. Marquez-Lago', 'André Leier', 'Cunshuo Fan', 'Kuo-Chen Chou', 'Jiangning Song', 'Cangzhi Jia', 'Kwoh Chee Keong']",9,Bioinform.,Unknown
Kwoh Chee Keong,2019,Journal Article,An improved random forest-based computational model for predicting novel miRNA-disease associations.,"['Dengju Yao', 'Xiaojuan Zhan', 'Chee-Keong Kwoh']",3,BMC Bioinform.,Unknown
Kwoh Chee Keong,2019,Journal Article,Characterization of Hydration Properties in Structural Ensembles of Biomolecules.,"['Mohan R. Pradhan', 'Minh N. Nguyen', 'Srinivasaraghavan Kannan', 'Stephen J. Fox', 'David P. Lane', 'Chandra S. Verma', 'Kwoh Chee Keong']",7,J. Chem. Inf. Model.,Unknown
Kwoh Chee Keong,2019,Journal Article,"Ensemble Prediction of Synergistic Drug Combinations Incorporating Biological, Chemical, Pharmacological, and Network Knowledge.","['Pingjian Ding', 'Rui Yin', 'Jiawei Luo', 'Kwoh Chee Keong']",4,IEEE J. Biomed. Health Informatics,Unknown
Kwoh Chee Keong,2019,Conference Paper,Fast Top-N Personalized Recommendation on Item Graph.,"['Zhuoyi Lin', 'Lei Feng', 'Chee-Keong Kwoh', 'Chi Xu']",4,IEEE BigData,B
Kwoh Chee Keong,2019,N/A,Whole Genome Sequencing Analysis.,"['Rui Yin', 'Jie Zheng', 'Kwoh Chee Keong']",3,Encyclopedia of Bioinformatics and Computational Biology (3),Unknown
Kwoh Chee Keong,2019,N/A,Genome Analysis - Identification of Genes Involved in Host-Pathogen Protein-Protein Interaction Networks.,"['Fransiskus Xaverius Ivan', 'Chee-Keong Kwoh', 'Vincent T. K. Chow', 'Jie Zheng']",4,Encyclopedia of Bioinformatics and Computational Biology (3),Unknown
Kwoh Chee Keong,2019,N/A,Molecular Dynamics and Simulation.,"['Liangzhen Zheng', 'Amr Alhossary', 'Chee-Keong Kwoh', 'Yuguang Mu']",4,Encyclopedia of Bioinformatics and Computational Biology (2),Unknown
Kwoh Chee Keong,2019,N/A,Natural Language Processing Approaches in Bioinformatics.,"['Xu Han', 'Kwoh Chee Keong']",2,Encyclopedia of Bioinformatics and Computational Biology (1),Unknown
Kwoh Chee Keong,2019,Informal Publication,Ultra-Scalable Spectral Clustering and Ensemble Clustering.,"['Dong Huang', 'Chang-Dong Wang', 'Jian-Sheng Wu', 'Jian-Huang Lai', 'Chee-Keong Kwoh']",5,CoRR,Unknown
Kwoh Chee Keong,2018,Journal Article,Computational analysis of the receptor binding specificity of novel influenza A/H7N9 viruses.,"['Xinrui Zhou', 'Jie Zheng', 'Fransiskus Xaverius Ivan', 'Rui Yin', 'Shoba Ranganathan', 'Vincent T. K. Chow', 'Chee-Keong Kwoh']",7,BMC Genom.,Unknown
Kwoh Chee Keong,2018,Journal Article,Proposing drug fragments for dengue virus NS5 protein.,"['Amr Alhossary', 'Yaw Awuni', 'Yuguang Mu', 'Kwoh Chee Keong']",4,J. Bioinform. Comput. Biol.,Unknown
Kwoh Chee Keong,2018,Journal Article,Computational identification of physicochemical signatures for host tropism of influenza A virus.,"['Rui Yin', 'Xinrui Zhou', 'Jie Zheng', 'Kwoh Chee Keong']",4,J. Bioinform. Comput. Biol.,Unknown
Kwoh Chee Keong,2018,Informal Publication,Enhanced Ensemble Clustering via Fast Propagation of Cluster-wise Similarities.,"['Dong Huang', 'Chang-Dong Wang', 'Hongxing Peng', 'Jianhuang Lai', 'Chee-Keong Kwoh']",5,CoRR,Unknown
Kwoh Chee Keong,2017,Journal Article,Drug-Target Interaction Prediction with Graph Regularized Matrix Factorization.,"['Ali Ezzat', 'Peilin Zhao', 'Min Wu', 'Xiaoli Li', 'Kwoh Chee Keong']",5,IEEE ACM Trans. Comput. Biol. Bioinform.,Unknown
Kwoh Chee Keong,2017,Conference Paper,Phylogenetic Tree based Method for Uncovering Co-mutational Site-pairs in Influenza Viruses.,"['Fransiskus Xaverius Ivan', 'Xinrui Zhou', 'Akhila Deshpande', 'Rui Yin', 'Jie Zheng', 'Kwoh Chee Keong']",6,BCB,Unknown
Kwoh Chee Keong,2017,Conference Paper,AI and Big Data Analytics for Health and Bioinformatics.,['Kwoh Chee Keong'],1,CSBio,Unknown
Kwoh Chee Keong,2017,Conference Paper,Identification of Potential Critical Virulent Sites Based on Hemagglutinin of Influenza a Virus in Past Pandemic Strains.,"['Rui Yin', 'Xinrui Zhou', 'Fransiskus Xaverius Ivan', 'Jie Zheng', 'Vincent T. K. Chow', 'Kwoh Chee Keong']",6,ICBBS,Unknown
Kwoh Chee Keong,2017,Informal Publication,Toward Multi-Diversified Ensemble Clustering of High-Dimensional Data.,"['Dong Huang', 'Chang-Dong Wang', 'Jian-Huang Lai', 'Chee-Keong Kwoh']",4,CoRR,Unknown
Kwoh Chee Keong,2016,Journal Article,Active learning for ontological event extraction incorporating named entity recognition and unknown word handling.,"['Xu Han', 'Jung-jae Kim', 'Kwoh Chee Keong']",3,J. Biomed. Semant.,Unknown
Kwoh Chee Keong,2016,Journal Article,Drug-target interaction prediction via class imbalance-aware ensemble learning.,"['Ali Ezzat', 'Min Wu', 'Xiaoli Li', 'Kwoh Chee Keong']",4,BMC Bioinform.,Unknown
Kwoh Chee Keong,2016,Journal Article,"Gene, Environment and Methylation (GEM): a tool suite to efficiently navigate large scale epigenome wide association studies and integrate genotype and interaction between genotype and environment.","['Hong Pan', 'Joanna D. Holbrook', 'Neerja Karnani', 'Kwoh Chee Keong']",4,BMC Bioinform.,Unknown
Kwoh Chee Keong,2016,Journal Article,Complex wavelet based quality assessment for AS-OCT images with application to Angle Closure Glaucoma diagnosis.,"['Swamidoss Issac Niwas', 'Vinit Jakhetiya', 'Chelvin C. Sng', 'Maria Cecilia Aquino', 'Victor Koh', 'Paul T. K. Chew', 'Kwoh Chee Keong', 'Lin Weisi']",8,Comput. Methods Programs Biomed.,Unknown
Kwoh Chee Keong,2016,Journal Article,Automated anterior segment OCT image analysis for Angle Closure Glaucoma mechanisms classification.,"['Swamidoss Issac Niwas', 'Xiaolong Bai', 'C.-C. Jay Kuo', 'Chelvin C. Sng', 'Maria Cecilia Aquino', 'Paul T. K. Chew', 'Kwoh Chee Keong', 'Lin Weisi']",8,Comput. Methods Programs Biomed.,Unknown
Kwoh Chee Keong,2016,Journal Article,Learning ECOC Code Matrix for Multiclass Classification with Application to Glaucoma Diagnosis.,"['Xiaolong Bai', 'Swamidoss Issac Niwas', 'Bing-Feng Ju', 'Lipo Wang', 'Chelvin C. Sng', 'Maria Cecilia Aquino', 'Paul T. K. Chew', 'Kwoh Chee Keong', 'Lin Weisi']",9,J. Medical Syst.,Unknown
Kwoh Chee Keong,2016,Journal Article,Cross-Examination for Angle-Closure Glaucoma Feature Detection.,"['Swamidoss Issac Niwas', 'C.-C. Jay Kuo', 'Chelvin C. Sng', 'Maria Cecilia Aquino', 'Paul T. K. Chew', 'Kwoh Chee Keong', 'Lin Weisi']",7,IEEE J. Biomed. Health Informatics,Unknown
Kwoh Chee Keong,2016,Conference Paper,Clustering based active learning for biomedical Named Entity Recognition.,"['Xu Han', 'Jung-jae Kim', 'Kwoh Chee Keong']",3,IJCNN,B
Kwoh Chee Keong,2015,Journal Article,"Fast, accurate, and reliable molecular docking with QuickVina 2.","['Amr Alhossary', 'Stephanus Daniel Handoko', 'Yuguang Mu', 'Kwoh Chee Keong']",4,Bioinform.,Unknown
Kwoh Chee Keong,2015,Journal Article,Predicting essential genes and synthetic lethality via influence propagation in signaling pathways of cancer cell fates.,"['Fan Zhang', 'Min Wu', 'Xuejuan Li', 'Xiaoli Li', 'Jie Zheng', 'Kwoh Chee Keong']",6,J. Bioinform. Comput. Biol.,Unknown
Kwoh Chee Keong,2015,Journal Article,Reliable Feature Selection for Automated Angle Closure Glaucoma Mechanism Detection.,"['S. Issac Niwas', 'Xiaolong Bai', 'Chelvin C. Sng', 'Maria Cecilia Aquino', 'Paul T. K. Chew', 'Kwoh Chee Keong', 'Lin Weisi']",7,J. Medical Syst.,Unknown
Kwoh Chee Keong,2015,Journal Article,Efficient and Accurate OTU Clustering with GPU-Based Sequence Alignment and Dynamic Dendrogram Cutting.,"['Thuy-Diem Nguyen', 'Bertil Schmidt', 'Zejun Zheng', 'Chee-Keong Kwoh']",4,IEEE ACM Trans. Comput. Biol. Bioinform.,Unknown
Kwoh Chee Keong,2015,Informal Publication,Classification and its application to drug-target interaction prediction.,"['Jian-Ping Mei', 'Peng Yang', 'Xiaoli Li', 'Kwoh Chee Keong']",4,CoRR,Unknown
Kwoh Chee Keong,2014,Journal Article,LDsplit: screening for cis-regulatory motifs stimulating meiotic recombination hotspots by analysis of DNA sequence polymorphisms.,"['Peng Yang', 'Min Wu', 'Jing Guo', 'Teresa M. Przytycka', 'Jie Zheng', 'Kwoh Chee Keong']",6,BMC Bioinform.,Unknown
Kwoh Chee Keong,2014,Journal Article,Integrating water exclusion theory into βcontacts to predict binding free energy changes and binding hot spots.,"['Qian Liu', 'Steven C. H. Hoi', 'Limsoon Wong', 'Jinyan Li', 'Kwoh Chee Keong']",5,BMC Bioinform.,Unknown
Kwoh Chee Keong,2014,Journal Article,IFACEwat: the interfacial water-implemented re-ranking algorithm to improve the discrimination of near native structures for protein rigid docking.,"['Chinh Tran To Su', 'Thuy-Diem Nguyen', 'Jie Zheng', 'Kwoh Chee Keong']",4,BMC Bioinform.,Unknown
Kwoh Chee Keong,2014,Journal Article,"Finding trans-regulatory genes and protein complexes modulating meiotic recombination hotspots of human, mouse and yeast.","['Min Wu', 'Xiaoli Li', 'Jie Zheng', 'Kwoh Chee Keong']",4,BMC Syst. Biol.,Unknown
Kwoh Chee Keong,2014,Journal Article,A survey on computer aided diagnosis for ocular diseases.,"['Zhuo Zhang', 'Ruchir Srivastava', 'Huiying Liu', 'Xiangyu Chen', 'Lixin Duan', 'Damon Wing Kee Wong', 'Tien Yin Wong', 'Jiang Liu', 'Kwoh Chee Keong']",9,BMC Medical Informatics Decis. Mak.,Unknown
Kwoh Chee Keong,2014,Journal Article,Reliable and Fast Estimation of Recombination Rates by Convergence Diagnosis and Parallel Markov Chain Monte Carlo.,"['Jing Guo', 'Ritika Jain', 'Peng Yang', 'Rui Fan', 'Jie Zheng', 'Kwoh Chee Keong']",6,IEEE ACM Trans. Comput. Biol. Bioinform.,Unknown
Kwoh Chee Keong,2014,Conference Paper,Fast dendrogram-based OTU clustering using sequence embedding.,"['Thuy-Diem Nguyen', 'Bertil Schmidt', 'Chee-Keong Kwoh']",3,BCB,Unknown
Kwoh Chee Keong,2014,Conference Paper,Data-driven prediction of cancer cell fates with a nonlinear model of signaling pathways.,"['Fan Zhang', 'Min Wu', 'Jie Zheng', 'Kwoh Chee Keong']",4,BCB,Unknown
Kwoh Chee Keong,2014,Conference Paper,Automatic sleep onset detection using single EEG sensor.,"['Zhuo Zhang', 'Ti-Eu Chan', 'Juanhong Yu', 'Andrew Keong Ng', 'Haihong Zhang', 'Guan Cuntai', 'Kwoh Chee Keong']",7,EMBC,C
Kwoh Chee Keong,2014,Conference Paper,SparseHC: A Memory-efficient Online Hierarchical Clustering Algorithm.,"['Thuy-Diem Nguyen', 'Bertil Schmidt', 'Kwoh Chee Keong']",3,ICCS,Multiconference
Kwoh Chee Keong,2014,Conference Paper,Parameter estimation and simulation for one-choice Ratcliff diffusion model.,"['Amiya Patanaik', 'Vitali Zagorodnov', 'Chee-Keong Kwoh']",3,SAC,Multiconference
Kwoh Chee Keong,2013,Journal Article,Review of tandem repeat search tools: a systematic approach to evaluating algorithmic performance.,"['Kian Guan Lim', 'Li Yang Hsu', 'Adrianto Wirawan', 'Kwoh Chee Keong']",4,Briefings Bioinform.,Unknown
Kwoh Chee Keong,2013,Journal Article,Drug-target interaction prediction by learning from local information and neighbors.,"['Jian-Ping Mei', 'Peng Yang', 'Xiaoli Li', 'Jie Zheng', 'Kwoh Chee Keong']",5,Bioinform.,Unknown
Kwoh Chee Keong,2013,Journal Article,Structural analysis on mutation residues and interfacial water molecules for human TIM disease understanding.,"['Zhenhua Li', 'Qian Liu', 'Liang Zhao', 'Limsoon Wong', 'Hung T. Nguyen', 'Jinyan Li', 'He Ying', 'Kwoh Chee Keong']",8,BMC Bioinform.,Unknown
Kwoh Chee Keong,2013,Journal Article,"Structural analysis of the novel influenza A (H7N9) viral Neuraminidase interactions with current approved neuraminidase inhibitors Oseltamivir, Zanamivir, and Peramivir in the presence of mutation R289K.","['Chinh Tran To Su', 'Xuchang Ouyang', 'Jie Zheng', 'Kwoh Chee Keong']",4,BMC Bioinform.,Unknown
Kwoh Chee Keong,2013,Journal Article,Molecular docking analysis of 2009-H1N1 and 2004-H5N1 influenza virus HLA-B*4405-restricted HA epitope candidates: implications for TCR cross-recognition and vaccine development.,"['Chinh T. T. Su', 'Christian Schönbach', 'Kwoh Chee Keong']",3,BMC Bioinform.,Unknown
Kwoh Chee Keong,2013,Journal Article,"Discovering Unique, Low-Energy Transition States Using Evolutionary Molecular Memetic Computing.","['Mostafa Mostafa Hashim Ellabaan', 'Stephanus Daniel Handoko', 'H. Y. Man', 'Kwoh Chee Keong', 'Ong Yew Soon']",5,IEEE Comput. Intell. Mag.,Unknown
Kwoh Chee Keong,2013,Journal Article,Improved Time Complexities for Learning Boolean Networks.,"['Yun Zheng', 'Kwoh Chee Keong']",2,Entropy,Unknown
Kwoh Chee Keong,2013,Journal Article,Using causality modeling and Fuzzy Lattice Reasoning algorithm for predicting blood glucose.,"['Simon Fong', 'Sabah Mohammed', 'Jinan Fiaidhi', 'Kwoh Chee Keong']",4,Expert Syst. Appl.,Unknown
Kwoh Chee Keong,2013,Journal Article,Comprehensive detection of cancer gene expression profiles and gene networks are impacted by the choice of pre-processing algorithm and gene-selection method.,"['N. Baskaran', 'Kam M. Hui', 'Kwoh Chee Keong']",3,Int. J. Data Min. Bioinform.,Unknown
Kwoh Chee Keong,2013,Journal Article,Research and applications: Automatic glaucoma diagnosis through medical imaging informatics.,"['Jiang Liu', 'Zhuo Zhang', 'Damon Wing Kee Wong', 'Yanwu Xu', 'Fengshou Yin', 'Jun Cheng', 'Ngan Meng Tan', 'Dong Xu', 'Yih Chung Tham', 'Tin Aung', 'Tien Yin Wong', 'Kwoh Chee Keong']",12,J. Am. Medical Informatics Assoc.,Unknown
Kwoh Chee Keong,2013,Journal Article,CovalentDock: Automated covalent docking with parameterized covalent linkage energy estimation and molecular geometry constraints.,"['Xuchang Ouyang', 'Shuo Zhou', 'Chinh Tran To Su', 'Zemei Ge', 'Runtao Li', 'Kwoh Chee Keong']",6,J. Comput. Chem.,Unknown
Kwoh Chee Keong,2013,Journal Article,Binding Affinity Prediction for Protein-Ligand Complexes Based on β Contacts and B Factor.,"['Qian Liu', 'Jinyan Li', 'Kwoh Chee Keong']",3,J. Chem. Inf. Model.,Unknown
Kwoh Chee Keong,2013,Journal Article,CovalentDock Cloud: a web server for automated covalent docking.,"['Xuchang Ouyang', 'Shuo Zhou', 'Zemei Ge', 'Runtao Li', 'Kwoh Chee Keong']",5,Nucleic Acids Res.,Unknown
Kwoh Chee Keong,2013,Conference Paper,Meta-analysis of Genomic and Proteomic Features to Predict Synthetic Lethality of Yeast and Human Cancer.,"['Min Wu', 'Xuejuan Li', 'Fan Zhang', 'Xiaoli Li', 'Jie Zheng', 'Kwoh Chee Keong']",6,BCB,Unknown
Kwoh Chee Keong,2012,Journal Article,Positive-unlabeled learning for disease gene identification.,"['Peng Yang', 'Xiaoli Li', 'Jian-Ping Mei', 'See-Kiong Ng', 'Kwoh Chee Keong']",5,Bioinform.,Unknown
Kwoh Chee Keong,2012,Journal Article,A tree-structured covalent-bond-driven molecular memetic algorithm for optimization of ring-deficient molecules.,"['Mostafa Mostafa Hashim Ellabaan', 'Stephanus Daniel Handoko', 'S. A. Bahnassy', 'F. M. Elassawy', 'H. Y. Man', 'Kwoh Chee Keong', 'Ong Yew Soon']",7,Comput. Math. Appl.,Unknown
